#queryIndex	queryItem	stringId	preferredName	annotation
215	SIRT1	9606.ENSP00000212015	SIRT1	NAD-dependent protein deacetylase sirtuin-1; NAD-dependent protein deacetylase that links transcriptional regulation directly to intracellular energetics and participates in the coordination of several separated cellular functions such as cell cycle, response to DNA damage, metobolism, apoptosis and autophagy. Can modulate chromatin function through deacetylation of histones and can promote alterations in the methylation of histones and DNA, leading to transcriptional repression. Deacetylates a broad range of transcription factors and coregulators, thereby regulating target gene expres [...] 
216	SIRT2	9606.ENSP00000249396	SIRT2	NAD-dependent protein deacetylase sirtuin-2; NAD-dependent protein deacetylase, which deacetylates internal lysines on histone and alpha-tubulin as well as many other proteins such as key transcription factors. Participates in the modulation of multiple and diverse biological processes such as cell cycle control, genomic integrity, microtubule dynamics, cell differentiation, metabolic networks, and autophagy. Plays a major role in the control of cell cycle progression and genomic stability. Functions in the antephase checkpoint preventing precocious mitotic entry in response to microtu [...] 
217	SMCR8	9606.ENSP00000385025	SMCR8	Guanine nucleotide exchange protein SMCR8; Component of the C9orf72-SMCR8 complex, a complex that has guanine nucleotide exchange factor (GEF) activity and regulates autophagy. In the complex, C9orf72 and SMCR8 probably constitute the catalytic subunits that promote the exchange of GDP to GTP, converting inactive GDP-bound RAB8A and RAB39B into their active GTP-bound form, thereby promoting autophagosome maturation. The C9orf72-SMCR8 complex also acts as a negative regulator of autophagy initiation by interacting with the ATG1/ULK1 kinase complex and inhibiting its protein kinase activ [...] 
218	SNCA	9606.ENSP00000338345	SNCA	Alpha-synuclein; May be involved in the regulation of dopamine release and transport. Induces fibrillization of microtubule-associated protein tau. Reduces neuronal responsiveness to various apoptotic stimuli, leading to a decreased caspase-3 activation; Parkinson disease associated genes
219	SNRNP70	9606.ENSP00000472998	SNRNP70	U1 small nuclear ribonucleoprotein 70 kDa; Component of the spliceosomal U1 snRNP, which is essential for recognition of the pre-mRNA 5' splice-site and the subsequent assembly of the spliceosome. SNRNP70 binds to the loop I region of U1-snRNA. The truncated isoforms cannot bind U1-snRNA; RNA binding motif containing
220	SNX32	9606.ENSP00000310620	SNX32	Sorting nexin-32; May be involved in several stages of intracellular trafficking; PX-BAR domain containing
221	SOGA1	9606.ENSP00000237536	SOGA1	Protein SOGA1; Regulates autophagy by playing a role in the reduction of glucose production in an adiponectin- and insulin-dependent manner; Belongs to the SOGA family
222	SOGA3	9606.ENSP00000434570	ENSG00000214338	SOGA family member 3
223	SQSTM1	9606.ENSP00000374455	SQSTM1	Sequestosome-1; Autophagy receptor that interacts directly with both the cargo to become degraded and an autophagy modifier of the MAP1 LC3 family. Along with WDFY3, involved in the formation and autophagic degradation of cytoplasmic ubiquitin-containing inclusions (p62 bodies, ALIS/aggresome-like induced structures). Along with SQSTM1, required to recruit ubiquitinated proteins to PML bodies in the nucleus. May regulate the activation of NFKB1 by TNF-alpha, nerve growth factor (NGF) and interleukin-1. May play a role in titin/TTN downstream signaling in muscle cells. May regulate sign [...] 
224	SRC	9606.ENSP00000362680	SRC	Proto-oncogene tyrosine-protein kinase Src; Non-receptor protein tyrosine kinase which is activated following engagement of many different classes of cellular receptors including immune response receptors, integrins and other adhesion receptors, receptor protein tyrosine kinases, G protein- coupled receptors as well as cytokine receptors. Participates in signaling pathways that control a diverse spectrum of biological activities including gene transcription, immune response, cell adhesion, cell cycle progression, apoptosis, migration, and transformation. Due to functional redundancy be [...] 
225	SRPX	9606.ENSP00000367794	SRPX	Sushi repeat-containing protein SRPX; May be involved in phagocytosis during disk shedding, cell adhesion to cells other than the pigment epithelium or signal transduction; Sushi domain containing
226	STAM2	9606.ENSP00000263904	STAM2	Signal transducing adapter molecule 2; Involved in intracellular signal transduction mediated by cytokines and growth factors. Upon IL-2 and GM-CSL stimulation, it plays a role in signaling leading to DNA synthesis and MYC induction. May also play a role in T-cell development. Involved in down-regulation of receptor tyrosine kinase via multivesicular body (MVBs) when complexed with HGS (ESCRT-0 complex). The ESCRT-0 complex binds ubiquitin and acts as sorting machinery that recognizes ubiquitinated receptors and transfers them to further sequential lysosomal sorting/trafficking process [...] 
227	STAT3	9606.ENSP00000264657	STAT3	Signal transducer and activator of transcription 3; Signal transducer and transcription activator that mediates cellular responses to interleukins, KITLG/SCF, LEP and other growth factors. Once activated, recruits coactivators, such as NCOA1 or MED1, to the promoter region of the target gene. May mediate cellular responses to activated FGFR1, FGFR2, FGFR3 and FGFR4. Binds to the interleukin-6 (IL-6)-responsive elements identified in the promoters of various acute-phase protein genes. Activated by IL31 through IL31RA. Acts as a regulator of inflammatory response by regulating differenti [...] 
229	STK11	9606.ENSP00000324856	STK11	Serine/threonine-protein kinase STK11; Tumor suppressor serine/threonine-protein kinase that controls the activity of AMP-activated protein kinase (AMPK) family members, thereby playing a role in various processes such as cell metabolism, cell polarity, apoptosis and DNA damage response. Acts by phosphorylating the T-loop of AMPK family proteins, thus promoting their activity: phosphorylates PRKAA1, PRKAA2, BRSK1, BRSK2, MARK1, MARK2, MARK3, MARK4, NUAK1, NUAK2, SIK1, SIK2, SIK3 and SNRK but not MELK. Also phosphorylates non- AMPK family proteins such as STRADA, PTEN and possibly p53/T [...] 
230	STUB1	9606.ENSP00000219548	STUB1	E3 ubiquitin-protein ligase CHIP; E3 ubiquitin-protein ligase which targets misfolded chaperone substrates towards proteasomal degradation. Collaborates with ATXN3 in the degradation of misfolded chaperone substrates: ATXN3 restricting the length of ubiquitin chain attached to STUB1/CHIP substrates and preventing further chain extension. Ubiquitinates NOS1 in concert with Hsp70 and Hsp40. Modulates the activity of several chaperone complexes, including Hsp70, Hsc70 and Hsp90. Mediates transfer of non-canonical short ubiquitin chains to HSPA8 that have no effect on HSPA8 degradation. Me [...] 
231	SUPT5H	9606.ENSP00000470252	SUPT5H	Transcription elongation factor SPT5; Component of the DRB sensitivity-inducing factor complex (DSIF complex), which regulates mRNA processing and transcription elongation by RNA polymerase II. DSIF positively regulates mRNA capping by stimulating the mRNA guanylyltransferase activity of RNGTT/CAP1A. DSIF also acts cooperatively with the negative elongation factor complex (NELF complex) to enhance transcriptional pausing at sites proximal to the promoter. Transcriptional pausing may facilitate the assembly of an elongation competent RNA polymerase II complex. DSIF and NELF promote paus [...] 
232	SYNPO2	9606.ENSP00000306015	SYNPO2	Synaptopodin-2; Isoform 4: Can induce long, well-organized actin bundles frequently orientated in parallel along the long axis of the cell showing characteristics of contractile ventral stress fibers; Belongs to the synaptopodin family
233	TAB2	9606.ENSP00000356426	TAB2	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2; Adapter linking MAP3K7/TAK1 and TRAF6. Promotes MAP3K7 activation in the IL1 signaling pathway. The binding of 'Lys-63'- linked polyubiquitin chains to TAB2 promotes autophosphorylation of MAP3K7 at 'Thr-187'. Involved in heart development; Zinc fingers RANBP2-type 
234	TBC1D17	9606.ENSP00000221543	TBC1D17	TBC1 domain family member 17; Probable GTPase-activating protein for Rab8; its transient association with Rab8 is mediated by OPTN. Inhibits Rab8-mediated endocytic trafficking, such as of transferrin receptor (TfR) and reduces Rab8 recruitnment to tubules emanating from the endocytic recycling compartment (ERC). Involved in regulation of autophagy. Mediates inhibition of autophagy caused by the OPTN variant GLC1E LYS-50; the function requires its catalytic activity, however, the involved Rab is not known
235	TBK1	9606.ENSP00000329967	TBK1	Serine/threonine-protein kinase TBK1; Serine/threonine kinase that plays an essential role in regulating inflammatory responses to foreign agents. Following activation of toll-like receptors by viral or bacterial components, associates with TRAF3 and TANK and phosphorylates interferon regulatory factors (IRFs) IRF3 and IRF7 as well as DDX3X. This activity allows subsequent homodimerization and nuclear translocation of the IRFs leading to transcriptional activation of pro-inflammatory and antiviral genes including IFNA and IFNB. In order to establish such an antiviral state, TBK1 form s [...] 
236	TCIRG1	9606.ENSP00000265686	TCIRG1	V-type proton ATPase 116 kDa subunit a isoform 3; Part of the proton channel of V-ATPases (By similarity). Seems to be directly involved in T-cell activation; Belongs to the V-ATPase 116 kDa subunit family
237	TICAM1	9606.ENSP00000248244	TICAM1	TIR domain-containing adapter molecule 1; Involved in innate immunity against invading pathogens. Adapter used by TLR3 and TLR4 (through TICAM2) to mediate NF- kappa-B and interferon-regulatory factor (IRF) activation, and to induce apoptosis. Ligand binding to these receptors results in TRIF recruitment through its TIR domain. Distinct protein- interaction motifs allow recruitment of the effector proteins TBK1, TRAF6 and RIPK1, which in turn, lead to the activation of transcription factors IRF3 and IRF7, NF-kappa-B and FADD respectively
238	TIGAR	9606.ENSP00000179259	C12orf5	Fructose-2,6-bisphosphatase TIGAR; Fructose-bisphosphatase hydrolyzing fructose-2,6- bisphosphate as well as fructose-1,6-bisphosphate. Acts as a negative regulator of glycolysis by lowering intracellular levels of fructose-2,6-bisphosphate in a p53/TP53-dependent manner, resulting in the pentose phosphate pathway (PPP) activation and NADPH production. Contributes to the generation of reduced glutathione to cause a decrease in intracellular reactive oxygen species (ROS) content, correlating with its ability to protect cells from oxidative or metabolic stress-induced cell death. Plays a [...] 
239	TLK2	9606.ENSP00000316512	TLK2	Serine/threonine-protein kinase tousled-like 2; Serine/threonine-protein kinase involved in the process of chromatin assembly and probably also DNA replication, transcription, repair, and chromosome segregation. Phosphorylates the chromatin assembly factors ASF1A AND ASF1B. Phosphorylation of ASF1A prevents its proteasome-mediated degradation, thereby enhancing chromatin assembly. Negative regulator of amino acid starvation-induced autophagy
240	TM9SF1	9606.ENSP00000261789	ENSG00000100926	Transmembrane 9 superfamily member; Plays an essential role in autophagy; Belongs to the nonaspanin (TM9SF) (TC 9.A.2) family
241	TMEM150A	9606.ENSP00000387292	TMEM150A	Transmembrane protein 150A; Regulates localization of phosphatidylinositol 4-kinase (PI4K) to the plasma membrane, possibly by reducing the association of TTC7 (TTC7A or TTC7B) with the PI4K complex. Acts as a regulator of phosphatidylinositol 4- phosphate (PtdIns(4)P) synthesis. May also play a role in fasting-induced catabolism (By similarity)
242	TMEM150C	9606.ENSP00000420919	TMEM150C	Transmembrane protein 150C; Component of a mechanosensitive cation channel. Confers mechanically activated (MA) currents with slow inactivation kinetics. May contribute to proprioception; Belongs to the DRAM/TMEM150 family
243	TMEM59	9606.ENSP00000234831	TMEM59	Transmembrane protein 59; Acts as a regulator of autophagy in response to S.aureus infection by promoting activation of LC3 (MAP1LC3A, MAP1LC3B or MAP1LC3C). Acts by interacting with ATG16L1, leading to promote a functional complex between LC3 and ATG16L1 and promoting LC3 lipidation and subsequent activation of autophagy. Modulates the O-glycosylation and complex N-glycosylation steps occurring during the Golgi maturation of several proteins such as APP, BACE1, SEAP or PRNP. Inhibits APP transport to the cell surface and further shedding; Belongs to the TMEM59 family
244	TOLLIP	9606.ENSP00000314733	TOLLIP	Toll-interacting protein; Component of the signaling pathway of IL-1 and Toll-like receptors. Inhibits cell activation by microbial products. Recruits IRAK1 to the IL-1 receptor complex. Inhibits IRAK1 phosphorylation and kinase activity. Connects the ubiquitin pathway to autophagy by functioning as a ubiquitin- ATG8 family adapter and thus mediating autophagic clearance of ubiquitin conjugates. The TOLLIP-dependent selective autophagy pathway plays an important role in clearance of cytotoxic polyQ proteins aggregates; C2 domain containing
245	TOMM20	9606.ENSP00000355566	TOMM20	Mitochondrial import receptor subunit TOM20 homolog; Central component of the receptor complex responsible for the recognition and translocation of cytosolically synthesized mitochondrial preproteins. Together with TOM22 functions as the transit peptide receptor at the surface of the mitochondrion outer membrane and facilitates the movement of preproteins into the TOM40 translocation pore (By similarity); Belongs to the Tom20 family
246	TOMM7	9606.ENSP00000351214	TOMM7	Mitochondrial import receptor subunit TOM7 homolog; Required for assembly and stability of the TOM complex. Positive regulator of PRKN translocation to damaged mitochondria. Acts probably by stabilizing PINK1 on the outer membrane of depolarized mitochondria; Belongs to the Tom7 family
247	TP53	9606.ENSP00000269305	TP53	Cellular tumor antigen p53; Acts as a tumor suppressor in many tumor types; induces growth arrest or apoptosis depending on the physiological circumstances and cell type. Involved in cell cycle regulation as a trans-activator that acts to negatively regulate cell division by controlling a set of genes required for this process. One of the activated genes is an inhibitor of cyclin-dependent kinases. Apoptosis induction seems to be mediated either by stimulation of BAX and FAS antigen expression, or by repression of Bcl-2 expression. In cooperation with mitochondrial PPIF is involved in  [...] 
248	TP53INP1	9606.ENSP00000344215	TP53INP1	Tumor protein p53-inducible nuclear protein 1; Antiproliferative and proapoptotic protein involved in cell stress response which acts as a dual regulator of transcription and autophagy. Acts as a positive regulator of autophagy. In response to cellular stress or activation of autophagy, relocates to autophagosomes where it interacts with autophagosome-associated proteins GABARAP, GABARAPL1/L2, MAP1LC3A/B/C and regulates autophagy. Acts as an antioxidant and plays a major role in p53/TP53-driven oxidative stress response. Possesses both a p53/TP53-independent intracellular reactive oxyg [...] 
249	TP53INP2	9606.ENSP00000363943	TP53INP2	Tumor protein p53-inducible nuclear protein 2; Dual regulator of transcription and autophagy. Positively regulates autophagy and is required for autophagosome formation and processing. May act as a scaffold protein that recruits MAP1LC3A, GABARAP and GABARAPL2 and brings them to the autophagosome membrane by interacting with VMP1 where, in cooperation with the BECN1-PI3-kinase class III complex, they trigger autophagosome development. Acts as a transcriptional activator of THRA
250	TPCN1	9606.ENSP00000448083	TPCN1	Two pore calcium channel protein 1; Nicotinic acid adenine dinucleotide phosphate (NAADP) receptor that may function as one of the major voltage-gated Ca(2+) channels (VDCC) across the lysosomal and endosomal membrane; Two pore segment channels
251	TRIB3	9606.ENSP00000217233	TRIB3	Tribbles homolog 3; Disrupts insulin signaling by binding directly to Akt kinases and blocking their activation. May bind directly to and mask the 'Thr-308' phosphorylation site in AKT1. Binds to ATF4 and inhibits its transcriptional activation activity. Interacts with the NF-kappa-B transactivator p65 RELA and inhibits its phosphorylation and thus its transcriptional activation activity. Interacts with MAPK kinases and regulates activation of MAP kinases. May play a role in programmed neuronal cell death but does not appear to affect non-neuronal cells. Does not display kinase activit [...] 
252	TRIM14	9606.ENSP00000344208	TRIM14	Tripartite motif-containing protein 14; Plays a role in the innate immune defense against viruses. Facilitates the type I IFN response by interacting with MAVS at the outer mitochondria membrane and thereby recruiting NF- kappa-B essential modulator IKBKG/NEMO to the MAVS signalosome, leading to the activation of both the IFN regulatory factor 3/IRF3 and NF-kappa-B pathways. Positively regulates the cGAS-induced type I interferon signaling pathway by stabilizing cGAS/MB21D1 and inhibiting its autophagic degradation; Belongs to the TRIM/RBCC family
253	TRIM17	9606.ENSP00000355658	TRIM17	E3 ubiquitin-protein ligase TRIM17; May function as a ubiquitin E3 ligase; Belongs to the TRIM/RBCC family
254	TRIM21	9606.ENSP00000254436	TRIM21	E3 ubiquitin-protein ligase TRIM21; E3 ubiquitin-protein ligase whose activity is dependent on E2 enzymes, UBE2D1, UBE2D2, UBE2E1 and UBE2E2. Forms a ubiquitin ligase complex in cooperation with the E2 UBE2D2 that is used not only for the ubiquitination of USP4 and IKBKB but also for its self-ubiquitination. Component of cullin-RING-based SCF (SKP1-CUL1-F-box protein) E3 ubiquitin-protein ligase complexes such as SCF(SKP2)-like complexes. A TRIM21-containing SCF(SKP2)- like complex is shown to mediate ubiquitination of CDKN1B ('Thr- 187' phosphorylated-form), thereby promoting its degr [...] 
255	TRIM22	9606.ENSP00000369299	TRIM22	E3 ubiquitin-protein ligase TRIM22; Interferon-induced antiviral protein involved in cell innate immunity. The antiviral activity could in part be mediated by TRIM22-dependent ubiquitination of viral proteins. Plays a role in restricting the replication of HIV-1, encephalomyocarditis virus (EMCV) and hepatitis B virus (HBV). Acts as a transcriptional repressor of HBV core promoter. May have E3 ubiquitin-protein ligase activity; Minor histocompatibility antigens
256	TRIM38	9606.ENSP00000349596	TRIM38	E3 ubiquitin-protein ligase TRIM38; E3 ubiquitin-protein ligase. Mediates 'Lys-48'-linked polyubiquitination and proteasomal degradation of the critical TLR adapter TICAM1, inhibiting TLR3-mediated type I interferon signaling; Ring finger proteins
257	TRIM65	9606.ENSP00000269383	TRIM65	Tripartite motif containing 65; Belongs to the TRIM/RBCC family
258	TRIM8	9606.ENSP00000302120	TRIM8	Probable E3 ubiquitin-protein ligase TRIM8; Probable E3 ubiquitin-protein ligase which may promote proteasomal degradation of SOCS1; Belongs to the TRIM/RBCC family
259	TSC1	9606.ENSP00000298552	TSC1	Hamartin; In complex with TSC2, inhibits the nutrient-mediated or growth factor-stimulated phosphorylation of S6K1 and EIF4EBP1 by negatively regulating mTORC1 signaling. Seems not to be required for TSC2 GAP activity towards RHEB. Implicated as a tumor suppressor. Involved in microtubule-mediated protein transport, but this seems to be due to unregulated mTOR signaling; Armadillo-like helical domain containing
260	TSG101	9606.ENSP00000251968	TSG101	Tumor susceptibility gene 101 protein; Component of the ESCRT-I complex, a regulator of vesicular trafficking process. Binds to ubiquitinated cargo proteins and is required for the sorting of endocytic ubiquitinated cargos into multivesicular bodies (MVBs). Mediates the association between the ESCRT-0 and ESCRT-I complex. Required for completion of cytokinesis; the function requires CEP55. May be involved in cell growth and differentiation. Acts as a negative growth regulator. Involved in the budding of many viruses through an interaction with viral proteins that contain a late-budding [...] 
261	TLR9	9606.ENSP00000353874	TLR9	Toll-like receptor 9; Key component of innate and adaptive immunity. TLRs (Toll-like receptors) control host immune response against pathogens through recognition of molecular patterns specific to microorganisms. TLR9 is a nucleotide-sensing TLR which is activated by unmethylated cytidine-phosphate-guanosine (CpG) dinucleotides. Acts via MYD88 and TRAF6, leading to NF-kappa-B activation, cytokine secretion and the inflammatory response. Controls lymphocyte response to Helicobacter infection (By similarity). Upon CpG stimulation, induces B-cell proliferation, activation, survival and an [...] 
262	TNFAIP3	9606.ENSP00000481570	TNFAIP3	Tumor necrosis factor alpha-induced protein 3; Ubiquitin-editing enzyme that contains both ubiquitin ligase and deubiquitinase activities. Involved in immune and inflammatory responses signaled by cytokines, such as TNF-alpha and IL-1 beta, or pathogens via Toll-like receptors (TLRs) through terminating NF-kappa-B activity. Essential component of a ubiquitin-editing protein complex, comprising also RNF11, ITCH and TAX1BP1, that ensures the transient nature of inflammatory signaling pathways. In cooperation with TAX1BP1 promotes disassembly of E2-E3 ubiquitin protein ligase complexes in [...] 
263	UBQLN4	9606.ENSP00000357292	UBQLN4	Ubiquilin-4; Plays a role in the regulation of protein degradation via the ubiquitin-proteasome system (UPS). Mediates the proteasomal targeting of misfolded or accumulated proteins for degradation by binding (via UBA domain) to their polyubiquitin chains and by interacting (via ubiquitin-like domain) with the subunits of the proteasome (Ref. 6). Plays a role in the regulation of the proteasomal degradation of non-ubiquitinated GJA1 (By similarity). Acts as an adapter protein that recruits UBQLN1 to the autophagy machinery. Mediates the association of UBQLN1 with autophagosomes and the [...] 
264	UBXN6	9606.ENSP00000301281	UBXN6	UBX domain-containing protein 6; May negatively regulate the ATPase activity of VCP, an ATP-driven segregase that associates with different cofactors to control a wide variety of cellular processes. As a cofactor of VCP, it may play a role in the transport of CAV1 to lysosomes for degradation. It may also play a role in endoplasmic reticulum-associated degradation (ERAD) of misfolded proteins. Together with VCP and other cofactors, it may play a role in macroautophagy, regulating for instance the clearance of damaged lysosomes; UBX domain containing
265	UCHL1	9606.ENSP00000284440	UCHL1	Ubiquitin carboxyl-terminal hydrolase isozyme L1; Ubiquitin-protein hydrolase involved both in the processing of ubiquitin precursors and of ubiquitinated proteins. This enzyme is a thiol protease that recognizes and hydrolyzes a peptide bond at the C-terminal glycine of ubiquitin. Also binds to free monoubiquitin and may prevent its degradation in lysosomes. The homodimer may have ATP-independent ubiquitin ligase activity; Parkinson disease associated genes
266	ULK1	9606.ENSP00000324560	ULK1	Serine/threonine-protein kinase ULK1; Serine/threonine-protein kinase involved in autophagy in response to starvation. Acts upstream of phosphatidylinositol 3- kinase PIK3C3 to regulate the formation of autophagophores, the precursors of autophagosomes. Part of regulatory feedback loops in autophagy: acts both as a downstream effector and negative regulator of mammalian target of rapamycin complex 1 (mTORC1) via interaction with RPTOR. Activated via phosphorylation by AMPK and also acts as a regulator of AMPK by mediating phosphorylation of AMPK subunits PRKAA1, PRKAB2 and PRKAG1, lead [...] 
267	ULK2	9606.ENSP00000378914	ULK2	Serine/threonine-protein kinase ULK2; Serine/threonine-protein kinase involved in autophagy in response to starvation. Acts upstream of phosphatidylinositol 3- kinase PIK3C3 to regulate the formation of autophagophores, the precursors of autophagosomes. Part of regulatory feedback loops in autophagy: acts both as a downstream effector and a negative regulator of mammalian target of rapamycin complex 1 (mTORC1) via interaction with RPTOR. Activated via phosphorylation by AMPK, also acts as a negative regulator of AMPK through phosphorylation of the AMPK subunits PRKAA1, PRKAB2 and PRKAG [...] 
268	USP10	9606.ENSP00000457411	USP10	Ubiquitin carboxyl-terminal hydrolase 10; Hydrolase that can remove conjugated ubiquitin from target proteins such as p53/TP53, BECN1, SNX3 and CFTR. Acts as an essential regulator of p53/TP53 stability: in unstressed cells, specifically deubiquitinates p53/TP53 in the cytoplasm, leading to counteract MDM2 action and stabilize p53/TP53. Following DNA damage, translocates to the nucleus and deubiquitinates p53/TP53, leading to regulate the p53/TP53-dependent DNA damage response. Component of a regulatory loop that controls autophagy and p53/TP53 levels: mediates deubiquitination of BECN [...] 
269	USP33	9606.ENSP00000359829	USP33	Ubiquitin carboxyl-terminal hydrolase 33; Deubiquitinating enzyme involved in various processes such as centrosome duplication, cellular migration and beta-2 adrenergic receptor/ADRB2 recycling. Involved in regulation of centrosome duplication by mediating deubiquitination of CCP110 in S and G2/M phase, leading to stabilize CCP110 during the period which centrioles duplicate and elongate. Involved in cell migration via its interaction with intracellular domain of ROBO1, leading to regulate the Slit signaling. Plays a role in commissural axon guidance cross the ventral midline of the ne [...] 
270	UVRAG	9606.ENSP00000348455	UVRAG	UV radiation resistance-associated gene protein; Versatile protein that is involved in regulation of different cellular pathways implicated in membrane trafficking. Involved in regulation of the COPI-dependent retrograde transport from Golgi and the endoplasmic reticulum by associating with the NRZ complex; the function is dependent on its binding to phosphatidylinositol 3-phosphate (PtdIns(3)P). During autophagy acts as regulatory subunit of the alternative PI3K complex II (PI3KC3-C2) that mediates formation of phosphatidylinositol 3-phosphate and is believed to be involved in maturat [...] 
271	VMP1	9606.ENSP00000262291	VMP1	Vacuole membrane protein 1; Stress-induced protein that, when overexpressed, promotes formation of intracellular vacuoles followed by cell death. May be involved in the cytoplasmic vacuolization of acinar cells during the early stage of acute pancreatitis. Plays a role in the initial stages of the autophagic process through its interaction with BECN1 (By similarity). Involved in cell-cell adhesion. Plays an essential role in formation of cell junctions
272	VPS11	9606.ENSP00000481126	VPS11	Vacuolar protein sorting-associated protein 11 homolog; Plays a role in vesicle-mediated protein trafficking to lysosomal compartments including the endocytic membrane transport and autophagic pathways. Believed to act as a core component of the putative HOPS and CORVET endosomal tethering complexes which are proposed to be involved in the Rab5-to-Rab7 endosome conversion probably implicating MON1A/B, and via binding SNAREs and SNARE complexes to mediate tethering and docking events during SNARE-mediated membrane fusion. The HOPS complex is proposed to be recruited to Rab7 on the late  [...] 
273	VPS13A	9606.ENSP00000353422	VPS13A	Vacuolar protein sorting-associated protein 13A; May play a role in the control of protein cycling through the trans-Golgi network to early and late endosomes, lysosomes and plasma membrane
274	VPS18	9606.ENSP00000220509	VPS18	Vacuolar protein sorting-associated protein 18 homolog; Plays a role in vesicle-mediated protein trafficking to lysosomal compartments including the endocytic membrane transport and autophagic pathways. Believed to act as a core component of the putative HOPS and CORVET endosomal tethering complexes which are proposed to be involved in the Rab5-to-Rab7 endosome conversion probably implicating MON1A/B, and via binding SNAREs and SNARE complexes to mediate tethering and docking events during SNARE-mediated membrane fusion. The HOPS complex is proposed to be recruited to Rab7 on the late  [...] 
275	VPS35	9606.ENSP00000299138	VPS35	Vacuolar protein sorting-associated protein 35; Acts as component of the retromer cargo-selective complex (CSC). The CSC is believed to be the core functional component of retromer or respective retromer complex variants acting to prevent missorting of selected transmembrane cargo proteins into the lysosomal degradation pathway. The recruitment of the CSC to the endosomal membrane involves RAB7A and SNX3. The CSC seems to associate with the cytoplasmic domain of cargo proteins predominantly via VPS35; however, these interactions seem to be of low affinity and retromer SNX proteins may  [...] 
276	VPS37A	9606.ENSP00000318629	VPS37A	Vacuolar protein sorting-associated protein 37A; Component of the ESCRT-I complex, a regulator of vesicular trafficking process. Required for the sorting of endocytic ubiquitinated cargos into multivesicular bodies. May be involved in cell growth and differentiation
277	VPS37C	9606.ENSP00000301765	VPS37C	Vacuolar protein sorting-associated protein 37C; Component of the ESCRT-I complex, a regulator of vesicular trafficking process. Required for the sorting of endocytic ubiquitinated cargos into multivesicular bodies. May be involved in cell growth and differentiation
278	VPS37D	9606.ENSP00000320416	VPS37D	Vacuolar protein sorting-associated protein 37D; Component of the ESCRT-I complex, a regulator of vesicular trafficking process. Required for the sorting of endocytic ubiquitinated cargos into multivesicular bodies. May be involved in cell growth and differentiation; Belongs to the VPS37 family
279	VPS39	9606.ENSP00000335193	VPS39	Vam6/Vps39-like protein; Regulator of TGF-beta/activin signaling, inhibiting SMAD3- and activating SMAD2-dependent transcription. Acts by interfering with SMAD3/SMAD4 complex formation, this would lead to inhibition of SMAD3-dependent transcription and relieve SMAD3 inhibition of SMAD2-dependent promoters, thus increasing SMAD2- dependent transcription. Does not affect TGF-beta-induced SMAD2 or SMAD3 phosphorylation, nor SMAD2/SMAD4 complex formation; Belongs to the VAM6/VPS39 family
280	VPS41	9606.ENSP00000309457	VPS41	Vacuolar protein sorting-associated protein 41 homolog; Plays a role in vesicle-mediated protein trafficking to lysosomal compartments including the endocytic membrane transport and autophagic pathways. Believed to act in part as a core component of the putative HOPS endosomal tethering complex is proposed to be involved in the Rab5-to-Rab7 endosome conversion probably implicating MON1A/B, and via binding SNAREs and SNARE complexes to mediate tethering and docking events during SNARE- mediated membrane fusion. The HOPS complex is proposed to be recruited to Rab7 on the late endosomal m [...] 
281	VPS4A	9606.ENSP00000254950	VPS4A	Vacuolar protein sorting-associated protein 4A; Involved in late steps of the endosomal multivesicular bodies (MVB) pathway. Recognizes membrane-associated ESCRT-III assemblies and catalyzes their disassembly, possibly in combination with membrane fission. Redistributes the ESCRT-III components to the cytoplasm for further rounds of MVB sorting. MVBs contain intraluminal vesicles (ILVs) that are generated by invagination and scission from the limiting membrane of the endosome and mostly are delivered to lysosomes enabling degradation of membrane proteins, such as stimulated growth fact [...] 
282	VTI1A	9606.ENSP00000376792	VTI1A	Vesicle transport through interaction with t-SNAREs homolog 1A; V-SNARE that mediates vesicle transport pathways through interactions with t-SNAREs on the target membrane. These interactions are proposed to mediate aspects of the specificity of vesicle trafficking and to promote fusion of the lipid bilayers. Involved in vesicular transport from the late endosomes to the trans-Golgi network. Along with VAMP7, involved in an non- conventional RAB1-dependent traffic route to the cell surface used by KCNIP1 and KCND2. May be involved in increased cytokine secretion associated with cellular [...] 
283	VAMP8	9606.ENSP00000263864	VAMP8	Vesicle-associated membrane protein 8; SNAREs, soluble N-ethylmaleimide-sensitive factor- attachment protein receptors, are essential proteins for fusion of cellular membranes. SNAREs localized on opposing membranes assemble to form a trans-SNARE complex, an extended, parallel four alpha-helical bundle that drives membrane fusion. VAMP8 is a SNARE involved in autophagy through the direct control of autophagosome membrane fusion with the lysososome membrane via its interaction with the STX17-SNAP29 binary t-SNARE complex. Also required for dense-granule secretion in platelets. Plays als [...] 
284	WDR45	9606.ENSP00000348848	WDR45	WD repeat domain phosphoinositide-interacting protein 4; Plays an important role in the autophagy pathway, which is the major intracellular degradation system by which cytoplasmic materials are packaged into autophagosomes and delivered to lysosomes for degradation; Belongs to the WD repeat SVP1 family
